sid,name,date,latitude,longitude,wind_speed,category
1967167N16259,BRIDGET,1967-06-16,16.10,-101.40,40,0
1967167N29286,UNNAMED,1967-06-20,39.80,-70.60,45,-4
1967171N30282,UNNAMED,1967-06-21,30.60,-73.20,45,0
1967174N15258,CARLOTTA,1967-06-24,17.70,-106.10,75,1
1967175N10142,ANITA,1967-06-29,20.50,119.50,80,1
1967181N09148,BILLIE,1967-07-05,17.60,128.00,75,1
1967183N20155,CLARA,1967-07-10,22.90,124.20,100,3
1967187N10264,DENISE,1967-07-09,15.40,-113.00,45,0
1967194N15243,ELEANOR,1967-07-14,17.70,-125.10,55,0
1967200N19148,DOT,1967-07-22,23.30,143.40,60,0
1967205N13262,FRANCENE,1967-07-24,13.00,-98.00,45,0
1967206N15153,ELLEN,1967-07-31,23.50,157.00,80,1
1967206N15241,GEORGETTE,1967-07-26,14.30,-127.30,45,0
1967209N16113,FRAN,1967-07-31,17.60,112.90,60,0
1967209N17139,GEORGIA,1967-08-02,25.00,141.80,60,0
1967215N20166,HOPE,1967-08-06,28.70,171.40,60,0
1967222N10145,IRIS,1967-08-15,20.60,113.20,40,0
1967224N13253,ILSA,1967-08-14,20.30,-119.30,60,0
1967227N19144,LOUISE,1967-08-21,29.80,133.40,55,0
1967228N14132,KATE,1967-08-21,20.10,114.40,70,1
1967229N21164,JOAN,1967-08-19,29.30,155.90,55,0
1967230N15248,JEWEL,1967-08-19,18.30,-117.90,75,1
1967235N18144,MARGE,1967-08-27,18.40,125.20,125,4
1967237N15140,NORA,1967-08-29,23.20,125.20,70,1
1967241N15170,OPAL,1967-09-03,20.50,158.30,155,5
1967241N16324,ARLENE,1967-09-03,42.60,-52.50,80,1
1967242N18253,KATRINA,1967-08-31,20.90,-110.70,75,1
1967245N15335,UNNAMED,1967-09-03,16.60,-29.30,35,0
1967246N21124,PATSY,1967-09-05,19.10,113.70,50,0
1967248N13253,LILY,1967-09-06,14.00,-114.60,75,1
1967248N15341,CHLOE,1967-09-13,27.90,-50.90,95,2
1967248N23168,RUTH,1967-09-12,26.70,155.80,110,3
1967248N31282,DORIA,1967-09-14,38.00,-66.50,85,2
1967249N13303,BEULAH,1967-09-20,24.30,-96.30,140,5
1967252N11211,SARAH,1967-09-16,19.40,166.20,130,4
1967253N29167,THELMA,1967-09-11,30.90,151.60,50,0
1967256N16254,MONICA,1967-09-13,16.00,-106.00,50,0
1967256N18163,VERA,1967-09-14,26.90,157.60,45,0
1967257N15247,NANETTE,1967-09-14,15.60,-116.10,45,0
1967259N17145,WANDA,1967-09-21,22.50,142.10,95,2
1967268N06165,AMY,1967-10-04,27.40,146.40,80,1
1967268N12333,UNNAMED,1967-09-28,12.20,-39.20,40,0
1967270N13313,EDITH,1967-09-28,14.50,-56.00,45,0
1967275N20267,FERN,1967-10-02,22.10,-93.10,65,1
1967279N13251,OLIVIA,1967-10-14,26.90,-111.60,110,3
1967279N17342,GINGER,1967-10-06,18.00,-18.10,45,0
1967280N20150,BABE,1967-10-09,30.20,152.40,60,0
1967283N11150,CARLA,1967-10-14,14.00,132.90,160,5
1967287N13259,PRISCILLA,1967-10-16,16.30,-108.00,75,1
1967287N27289,UNNAMED,1967-10-18,36.50,-72.00,50,0
1967289N09149,DINAH,1967-10-24,22.70,129.30,100,3
1967293N21306,HEIDI,1967-10-25,34.50,-48.50,75,1
1967294N13245,RAMONA,1967-10-22,13.40,-119.70,45,0
1967303N07150,EMMA,1967-11-02,11.30,129.60,140,5
1967310N11129,FREDA,1967-11-09,11.60,112.60,85,2
1967311N09160,GILDA,1967-11-13,15.00,141.10,130,4
1967320N10171,HARRIET,1967-11-21,19.10,137.30,110,3
1967350N10135,IVY,1967-12-19,13.10,135.50,60,0
1968019S07097,DOREEN,1968-01-21,-11.60,97.00,50,0
1968019S12132,BERTHA:BETTY,1968-01-21,-14.90,126.10,35,0
1968094S08156,GISELE:GISELLE,1968-04-10,-42.00,176.30,70,-5
1968097N05157,JEAN,1968-04-10,13.50,147.30,110,3
1968149N10150,KIM,1968-06-03,20.10,132.10,100,3
1968153N17275,ABBY,1968-06-05,28.20,-80.20,65,1
1968170N25279,BRENDA,1968-06-24,35.40,-64.30,70,1
1968173N17258,ANNETTE,1968-06-20,16.60,-102.00,45,0
1968174N20265,CANDY,1968-06-23,27.80,-97.10,60,0
1968178N13156,LUCY,1968-06-30,19.30,131.40,110,3
1968186N13256,BONNY,1968-07-04,13.00,-103.70,45,0
1968197N16257,CELESTE,1968-07-15,15.90,-104.50,45,0
1968201N13152,MARY,1968-07-24,20.80,141.00,130,4
1968202N19133,NADINE,1968-07-24,20.10,122.90,60,0
1968203N11257,DIANA,1968-07-21,14.10,-107.10,45,0
1968203N18119,OLIVE,1968-07-25,16.30,114.30,45,0
1968206N11259,ESTELLE,1968-07-24,11.40,-103.90,45,0
1968217N17163,POLLY,1968-08-08,26.50,148.90,55,0
1968218N12256,FERNANDA,1968-08-08,15.00,-117.50,75,1
1968218N15141,ROSE,1968-08-11,18.40,113.00,60,0
1968219N12263,GWEN,1968-08-08,16.50,-107.40,45,0
1968223N26280,DOLLY,1968-08-12,35.70,-69.00,75,1
1968227N14145,SHIRLEY,1968-08-21,20.70,115.40,65,1
1968230N17252,HYACINTH,1968-08-17,20.50,-108.50,45,0
1968234N10254,JOANNE,1968-08-24,13.50,-116.20,75,1
1968234N13264,IVA,1968-08-22,13.80,-99.70,45,0
1968235N20138,TRIX,1968-08-26,25.40,129.40,55,0
1968237N12259,KATHLEEN,1968-08-25,13.90,-109.90,45,0
1968237N21177,VIRGINIA,1968-08-27,45.20,195.00,55,0
1968238N35180,VIRGINIA,1968-08-25,35.00,180.00,50,0
1968240N11173,AGNES,1968-09-03,18.40,139.10,150,5
1968240N15151,WENDY,1968-08-31,19.40,143.40,140,5
1968241N12259,LIZA,1968-08-29,14.10,-109.00,75,1
1968242N09268,MADELINE,1968-08-29,9.40,-92.90,45,0
1968243N23120,BESS,1968-09-04,17.70,110.30,65,1
1968253N12261,NAOMI,1968-09-11,19.30,-107.40,75,1
1968254N32282,UNNAMED,1968-09-11,40.60,-73.30,55,0
1968256N16148,DELLA,1968-09-21,22.00,126.10,120,4
1968258N15330,EDNA,1968-09-15,15.80,-34.90,60,0
1968259N16152,CARMEN,1968-09-19,22.50,145.70,110,3
1968259N32287,UNNAMED,1968-09-20,35.50,-49.50,75,-2
1968266N06142,ELAINE,1968-09-27,16.90,124.60,150,5
1968266N16253,ORLA,1968-09-23,17.60,-112.70,50,0
1968268N26287,FRANCES,1968-09-27,34.30,-66.20,50,0
1968270N13261,PAULINE,1968-09-30,17.70,-106.80,75,1
1968275N13161,FAYE,1968-10-05,19.10,163.30,145,5
1968280N12262,REBECCA,1968-10-08,17.70,-104.30,75,1
1968286N07142,GLORIA,1968-10-19,19.60,132.80,90,2
1968288N14280,GLADYS,1968-10-19,28.30,-83.10,85,2
1968290N14118,HESTER,1968-10-19,10.90,110.40,55,0
1968292N09165,IRMA,1968-10-24,25.10,147.90,80,1
1968293N13268,SIMONE,1968-10-18,13.50,-91.40,45,0
1968295N09169,JUDY,1968-10-28,14.70,137.40,120,4
1968295N14256,TARA,1968-10-20,13.90,-103.90,45,0
1968300N10166,KIT,1968-11-03,19.30,146.30,70,1
1968311N08165,LOLA,1968-11-10,17.30,148.50,105,3
1968314N08138,MAMIE,1968-11-20,9.70,120.10,65,1
1968320N07168,NINA,1968-11-26,9.30,112.40,70,1
1968325N05168,ORA,1968-11-25,16.50,136.00,120,4
1969016N07177,PHYLLIS,1969-01-18,10.10,162.30,85,2
1969066N05170,RITA,1969-03-08,6.60,165.40,40,0
1969088S10097,LEONIE,1969-03-31,-15.40,98.00,40,0
1969091S15160,UNNAMED,1969-04-02,-16.60,164.30,40,0
1969105N06148,SUSAN,1969-04-22,8.70,128.50,105,3
1969116S09153,ESTHER,1969-04-30,-12.30,154.80,55,0
1969183N13269,AVA,1969-07-03,14.60,-98.60,45,0
1969187N09131,TESS,1969-07-10,14.70,112.70,70,1
1969190N12258,BERNICE,1969-07-12,13.90,-112.10,75,1
1969201N04151,VIOLA,1969-07-26,17.60,126.30,130,4
1969203N13230,CLAUDIA,1969-07-22,13.40,-130.40,45,0
1969206N09333,ANNA,1969-08-03,40.90,-65.60,60,0
1969208N12145,WINNIE,1969-07-30,18.50,129.40,50,0
1969213N21140,ALICE,1969-08-04,31.40,134.50,45,0
1969216N09143,BETTY,1969-08-08,24.90,122.60,70,1
1969216N16253,DOREEN,1969-08-05,18.70,-109.90,75,1
1969223N26288,BLANCHE,1969-08-12,39.00,-68.00,75,1
1969225N10150,CORA,1969-08-19,25.30,127.30,85,2
1969226N18280,CAMILLE,1969-08-16,24.30,-86.60,150,5
1969227N13325,DEBBIE,1969-08-20,23.80,-60.60,110,3
1969235N20253,EMILY,1969-08-23,22.10,-109.20,55,0
1969237N29281,EVE,1969-08-26,30.30,-74.40,45,0
1969241N10127,DORIS,1969-09-01,16.80,110.20,65,1
1969241N12298,FRANCELIA,1969-09-02,16.40,-86.70,85,2
1969245N17253,FLORENCE,1969-09-05,20.40,-109.80,60,0
1969250N26280,GERDA,1969-09-09,40.90,-69.40,105,3
1969251N15259,GLENDA,1969-09-10,21.20,-107.80,65,1
1969257N11314,HOLLY,1969-09-16,16.00,-50.80,70,1
1969259N15165,ELSIE,1969-09-24,20.50,136.50,150,5
1969262N15238,HEATHER,1969-09-19,14.90,-124.50,55,0
1969264N16313,INGA,1969-10-05,30.50,-62.30,95,2
1969265N34288,UNNAMED,1969-09-28,60.50,-8.50,70,-4
1969267N41325,UNNAMED,1969-09-27,37.00,-39.70,60,0
1969270N13139,FLOSSIE,1969-10-01,19.80,123.70,60,0
1969271N23163,GRACE,1969-10-04,25.60,151.60,95,2
1969273N16248,IRAH,1969-09-30,15.90,-112.00,45,0
1969273N24275,UNNAMED,1969-09-30,26.20,-86.50,50,-2
1969275N19276,JENNY,1969-10-02,24.20,-82.30,40,0
1969279N11158,HELEN,1969-10-11,25.60,142.10,105,3
1969281N20292,KARA,1969-10-17,41.10,-56.30,80,1
1969282N14256,JENNIFER,1969-10-10,17.80,-108.10,65,1
1969287N11150,IDA,1969-10-20,25.00,148.60,115,4
1969290N18275,LAURIE,1969-10-21,25.70,-91.00,80,1
1969299N10142,JUNE,1969-11-02,21.00,131.20,105,3
1969302N31318,UNNAMED,1969-10-30,34.70,-47.00,60,0
1969302N38291,UNNAMED,1969-11-05,32.50,-35.00,80,1
1969306N08156,KATHY,1969-11-08,19.60,129.70,110,3
1969325N11280,MARTHA,1969-11-22,10.30,-81.00,80,1
1969328N09138,LORNA,1969-11-26,13.60,131.20,50,0
1969352N10146,MARIE,1969-12-20,17.10,141.30,50,0
1970003S16165,ADA,1970-01-17,-20.20,148.90,70,1
1970041S14139,DAWN,1970-02-16,-15.10,160.70,55,-1
1970042S14155,FLORENCE,1970-02-11,-14.20,154.50,40,0
1970043S15163,DOLLY,1970-02-22,-22.80,200.40,70,-5
1970050N07151,NANCY,1970-02-24,10.20,131.10,120,4
1970058S15200,EMMA,1970-03-02,-17.90,-155.00,70,-5
1970098S16182,GILLIAN,1970-04-09,-20.80,-172.90,55,-5
1970104S10164,ISA,1970-04-14,-9.60,163.90,40,-1
1970104S15184,HELEN,1970-04-13,-15.80,-175.40,40,-5
1970138N12281,ALMA,1970-05-20,17.40,-81.40,65,1
1970151N11261,ADELE,1970-06-01,10.90,-102.90,75,1
1970161N13243,BLANCA,1970-06-10,13.70,-118.00,50,0
1970169N11252,CONNIE,1970-06-18,12.40,-109.30,45,0
1970177N07142,PAMELA,1970-06-29,7.60,127.70,50,0
1970178N07153,OLGA,1970-07-01,19.30,126.80,140,5
1970178N16260,EILEEN,1970-06-28,17.60,-104.20,40,0
1970183N08273,FRANCESCA,1970-07-03,10.80,-95.40,85,2
1970190N12140,RUBY,1970-07-13,16.20,123.60,55,0
1970196N15252,GRETCHEN,1970-07-15,16.70,-112.60,45,0
1970198N16257,HELGA,1970-07-18,20.90,-108.30,50,0
1970200N19277,BECKY,1970-07-21,25.80,-86.80,55,0
1970200N24161,SALLY,1970-07-21,29.90,162.60,40,0
1970204N14260,IONE,1970-07-24,16.00,-110.20,45,0
1970205N18253,IONE,1970-07-24,19.70,-107.30,50,0
1970211N17255,JOYCE,1970-07-31,19.60,-112.20,50,0
1970211N27183,THERESE,1970-08-03,34.80,165.50,40,0
1970212N18278,CELIA,1970-08-03,27.80,-97.10,120,4
1970215N21137,VIOLET,1970-08-06,16.10,122.50,40,0
1970217N16260,KRISTEN,1970-08-05,16.90,-103.40,45,0
1970219N18140,WILDA,1970-08-12,24.80,128.90,105,3
1970220N14342,UNNAMED,1970-08-18,41.30,-64.30,70,1
1970225N12149,ANITA,1970-08-19,25.90,136.70,135,4
1970228N11263,LORRAINE,1970-08-22,16.90,-124.30,85,2
1970230N12316,DOROTHY,1970-08-20,13.80,-58.00,60,0
1970233N13231,MAGGIE,1970-08-22,14.80,-138.30,50,0
1970233N15138,BILLIE,1970-08-27,27.40,130.40,110,3
1970237N28154,CLARA,1970-08-28,34.10,142.70,85,2
1970243N16257,NORMA,1970-09-02,18.80,-109.80,50,0
1970244N25186,DOT,1970-09-03,35.10,180.80,70,1
1970245N19131,FRAN,1970-09-06,25.90,123.10,55,0
1970246N14142,ELLEN,1970-09-05,26.20,127.80,45,0
1970247N17316,UNNAMED,1970-09-05,21.30,-43.70,40,0
1970250N14263,ORLENE,1970-09-08,14.60,-95.30,55,0
1970250N15140,GEORGIA,1970-09-11,16.10,122.00,140,5
1970252N16277,ELLA,1970-09-12,23.90,-97.70,110,3
1970255N25283,FELICE,1970-09-15,28.70,-92.20,60,0
1970262N13175,HOPE,1970-09-24,20.80,146.90,150,5
1970263N27305,UNNAMED,1970-09-21,26.60,-58.90,40,0
1970270N22285,GRETA,1970-09-26,22.70,-76.20,40,0
1970274N15306,UNNAMED,1970-10-18,35.40,-32.10,75,1
1970275N11112,IRIS,1970-10-06,20.00,114.00,100,3
1970277N12265,PATRICIA,1970-10-08,16.60,-120.60,95,2
1970282N08147,JOAN,1970-10-13,13.30,124.70,150,5
1970286N06143,KATE,1970-10-18,6.00,126.30,130,4
1970286N25292,UNNAMED,1970-10-17,36.40,-62.00,85,2
1970294N13247,ROSALIE,1970-10-21,15.00,-115.20,45,0
1970294N34312,UNNAMED,1970-10-26,35.50,-37.60,85,2
1970296N07134,LOUISE,1970-10-28,11.60,109.50,60,0
1970299N10157,MARGE,1970-11-02,14.60,117.20,55,0
1970305N10111,NORA,1970-11-03,7.90,104.30,50,0
1970306N15252,SELMA,1970-11-03,18.10,-111.00,60,0
1970315N08128,OPAL,1970-11-15,14.70,113.20,50,0
1970318N13157,PATSY,1970-11-18,14.50,124.10,135,4
1970324N05143,RUTH,1970-11-27,8.70,108.20,40,0
1970330N35300,UNNAMED,1970-11-26,35.00,-60.00,60,-4
1970351S17176,PRISCILLA,1970-12-17,-18.10,176.40,40,-5
1970364S15165,ROSIE,1971-01-01,-18.00,165.20,55,-5
1971008N08143,SARAH,1971-01-10,10.90,136.70,50,0
1971022S14118,RITA,1971-01-25,-21.40,113.70,45,0
1971029S14121,SHEILA:SOPHIE,1971-02-03,-20.10,117.20,70,1
1971032S15137,AGGIE,1971-02-02,-15.70,137.20,45,0
1971041S20153,DORA,1971-02-17,-27.40,154.10,60,0
1971042S17150,GERTIE,1971-02-14,-21.00,150.50,65,1
1971046S17158,IDA,1971-02-17,-17.60,157.80,45,0
1971048S16141,FIONA,1971-02-21,-22.80,150.20,50,0
1971072S13155,LENA,1971-03-16,-23.00,154.20,55,0
1971074N06134,THELMA,1971-03-18,10.20,129.20,45,0
1971082S17121,MAVIS,1971-03-29,-31.60,130.00,50,0
1971098N08142,VERA,1971-04-15,18.00,126.50,90,2
1971112N11132,WANDA,1971-05-01,14.40,109.40,75,1
1971118N05155,AMY,1971-05-02,10.70,146.30,150,5
1971122N14120,BABE,1971-05-04,16.90,118.10,55,0
1971137N10129,CARLA,1971-05-19,15.80,127.30,50,0
1971141N07156,DINAH,1971-05-25,12.20,126.40,90,2
1971142N12267,AGATHA,1971-05-24,17.00,-102.10,85,2
1971147N09139,EMMA,1971-05-28,5.90,132.20,35,0
1971160N10135,FREDA,1971-06-15,17.80,121.00,75,1
1971166N12270,BRIDGET,1971-06-16,15.80,-98.20,85,2
1971173N09136,GILDA,1971-06-27,18.20,112.20,90,2
1971181N09138,HARRIET,1971-07-05,16.20,110.90,125,4
1971183N11252,CARLOTTA,1971-07-03,13.10,-115.90,75,1
1971184N11262,DENISE,1971-07-09,12.20,-129.90,120,4
1971185N23137,IVY,1971-07-06,28.20,133.70,60,0
1971186N34285,ARLENE,1971-07-06,40.70,-65.90,55,0
1971188N12254,ELEANOR,1971-07-09,13.80,-121.50,50,0
1971189N12130,KIM,1971-07-11,15.50,114.10,50,0
1971190N09141,JEAN,1971-07-14,11.20,126.20,85,2
1971192N07153,LUCY,1971-07-19,18.30,125.50,130,4
1971195N24183,MARY,1971-07-18,30.70,164.10,80,1
1971199N11254,FRANCENE:FRANCESCA,1971-07-19,14.90,-113.30,100,3
1971200N11144,NADINE,1971-07-24,19.50,127.80,150,5
1971202N16256,GEORGETTE,1971-07-24,17.40,-116.90,50,0
1971205N10153,OLIVE,1971-08-03,28.50,131.10,85,2
1971207N10251,HILARY,1971-07-30,13.70,-118.50,85,2
1971212N12262,ILSA,1971-08-03,17.80,-111.20,100,3
1971216N11143,POLLY,1971-08-08,24.10,131.40,40,0
1971216N31297,UNNAMED,1971-08-06,46.00,-49.00,75,1
1971218N08161,ROSE,1971-08-16,20.10,114.30,120,4
1971219N15259,JEWEL,1971-08-08,16.60,-107.50,60,0
1971221N15263,KATRINA,1971-08-11,19.90,-107.20,55,0
1971222N23155,SHIRLEY,1971-08-16,31.40,145.50,90,2
1971223N27280,BETH,1971-08-15,39.70,-67.20,75,1
1971231N13308,CHLOE,1971-08-20,15.40,-67.70,55,0
1971231N24151,TRIX,1971-08-28,29.20,130.50,100,3
1971233N12313,DORIA,1971-08-27,34.80,-76.80,55,0
1971240N13266,LILY,1971-08-31,19.00,-104.70,75,1
1971241N12252,MONICA,1971-09-01,18.20,-114.40,100,3
1971242N09135,VIRGINIA,1971-09-05,24.10,136.50,100,3
1971246N12264,NANETTE,1971-09-07,20.50,-106.90,85,2
1971246N22172,WENDY,1971-09-07,21.50,160.60,140,5
1971247N28273,FERN,1971-09-09,26.70,-94.00,80,1
1971249N11302,EDITH,1971-09-09,14.80,-83.20,140,5
1971249N26289,GINGER,1971-09-14,33.30,-53.30,95,2
1971251N18127,AGNES,1971-09-18,23.60,122.60,75,1
1971254N27288,HEIDI,1971-09-14,37.10,-69.90,55,0
1971255N11312,IRENE:OLIVIA,1971-09-25,17.30,-107.20,100,3
1971258N20158,BESS,1971-09-20,21.30,133.50,140,5
1971264N12321,JANICE,1971-09-22,13.10,-48.50,55,0
1971266N16145,CARMEN,1971-09-26,31.80,134.20,50,0
1971267N12130,DELLA,1971-09-28,19.10,113.10,70,1
1971274N06134,ELAINE,1971-10-07,16.40,115.40,100,3
1971275N10176,FAYE:GLORIA,1971-10-05,14.00,151.00,65,1
1971280N11270,PRISCILLA,1971-10-10,16.70,-104.60,110,3
1971281N16134,FAYE:GLORIA,1971-10-11,15.50,118.30,65,1
1971291N11134,HESTER,1971-10-22,14.30,110.40,90,2
1971291N25302,KRISTY,1971-10-20,35.40,-47.10,45,0
1971301N11259,RAMONA,1971-10-28,11.40,-104.00,50,0
1971309S21167,UNNAMED,1971-11-09,-29.30,185.00,55,-5
1971311N06141,IRMA,1971-11-11,16.00,131.50,155,5
1971317N12282,LAURA,1971-11-15,20.40,-84.10,60,0
1971319N06108,JUDY,1971-11-15,5.50,109.30,45,0
1971330N10260,SHARON,1971-11-27,9.80,-105.10,35,0
1971336S07170,URSULA,1971-12-07,-12.10,162.40,70,-5
1971336S09139,KITTY,1971-12-02,-9.00,139.00,35,0
1971337S07125,SALLY,1971-12-04,-8.90,124.00,65,1
1971350S14194,VIVIENNE,1971-12-18,-18.70,-154.20,40,-5
1971354S11159,ALTHEA,1971-12-23,-18.90,146.40,90,1
1972003S16139,BRONWYN,1972-01-05,-11.30,140.20,35,0
1972004N10142,KIT,1972-01-07,11.50,128.20,120,4
1972005S10152,CARLOTTA,1972-01-18,-18.50,167.50,85,0
1972018S18183,UNNAMED,1972-01-22,-26.20,-163.80,40,-5
1972030S10175,WENDY,1972-01-30,-10.00,175.00,120,4
1972036S14150,DAISY,1972-02-11,-24.40,153.60,80,1
1972051S12115,GIGI:TESSIE,1972-02-20,-11.80,115.10,40,0
1972055S11122,VICKY,1972-03-03,-16.20,122.90,85,2
1972060S08097,ANGELA,1972-03-02,-13.10,107.40,40,0
1972077S15178,YOLANDE,1972-03-21,-23.20,168.90,70,-5
1972080S10105,BELINDA,1972-03-20,-10.00,105.00,35,0
1972082S15199,AGATHA,1972-03-23,-18.90,-158.90,70,-5
1972088S11158,EMILY,1972-04-01,-20.20,154.10,65,1
1972098N09091,UNNAMED,1972-04-09,14.00,90.70,85,2
1972102S11140,FAITH,1972-04-12,-11.80,140.50,35,0
1972102S13154,GAIL,1972-04-15,-17.30,161.00,75,-1
1972145N31282,ALPHA,1972-05-26,31.60,-75.70,60,-2
1972148N07168,LOLA,1972-06-02,14.00,157.10,105,3
1972151S05156,IDA,1972-06-03,-24.20,170.00,70,0
1972152N09146,NINA,1972-06-04,10.10,153.20,45,0
1972153N12252,ANNETTE,1972-06-04,13.70,-107.60,75,1
1972153N14117,MAMIE,1972-06-02,15.80,108.80,50,0
1972167N20271,AGNES,1972-06-19,26.00,-85.70,75,1
1972174N11137,ORA,1972-06-26,17.70,115.20,80,1
1972187N08161,PHYLLIS,1972-07-11,14.20,154.00,120,4
1972187N09150,RITA,1972-07-11,17.70,134.20,145,5
1972187N11126,SUSAN,1972-07-10,20.60,116.10,65,1
1972189N11171,TESS,1972-07-14,13.20,157.20,125,4
1972202N11165,VIOLA,1972-07-24,24.20,162.00,60,0
1972210N07162,ALICE,1972-08-03,20.30,155.50,90,2
1972210N19251,BONNY,1972-07-28,21.30,-113.60,45,0
1972210N21132,WINNIE,1972-08-01,27.10,120.70,60,0
1972219N15240,CELESTE,1972-08-14,12.90,-148.80,115,4
1972221N11151,BETTY,1972-08-15,22.90,125.90,135,4
1972224N10244,DIANA,1972-08-14,16.10,-128.80,95,2
1972228N10250,ESTELLE,1972-08-20,18.90,-123.30,70,1
1972233N11256,FERNANDA,1972-08-24,17.70,-123.30,100,3
1972234N17128,CORA,1972-08-27,18.70,113.30,65,1
1972235N10262,GWEN,1972-08-27,18.80,-111.90,110,3
1972236N37296,BETTY,1972-08-28,40.50,-42.60,90,2
1972238N24165,DORIS,1972-08-27,33.80,161.10,55,0
1972241N11266,HYACINTH,1972-08-31,15.50,-110.80,110,3
1972243N29282,CARRIE,1972-09-03,40.60,-70.20,60,0
1972244N12123,ELSIE,1972-09-02,16.20,111.50,75,1
1972249N24281,DAWN,1972-09-08,35.20,-70.80,70,1
1972251N12137,FLOSSIE,1972-09-14,15.00,111.70,75,1
1972251N15097,UNNAMED,1972-09-09,17.40,87.00,80,1
1972254N14145,HELEN,1972-09-16,31.90,134.70,100,3
1972255N15130,GRACE,1972-09-12,15.20,125.50,50,0
1972258N13258,IVA,1972-09-15,16.80,-109.00,45,0
1972260N16152,IDA,1972-09-22,24.50,142.10,110,3
1972264N17092,UNNAMED,1972-09-21,18.80,86.70,70,1
1972264N38301,CHARLIE,1972-09-21,46.00,-40.00,60,-4
1972268N09203,JUNE,1972-09-26,14.30,-166.20,50,0
1972271N15125,LORNA,1972-10-02,18.20,108.30,75,1
1972272N12167,KATHY,1972-10-02,20.40,147.00,60,0
1972274N13255,JOANNE,1972-10-02,15.80,-114.60,85,2
1972278N14171,MARIE,1972-10-08,17.60,148.40,115,4
1972289N14173,NANCY,1972-10-19,19.70,158.40,105,3
1972292N16251,KATHLEEN,1972-10-18,15.70,-109.10,40,0
1972293S08182,BEBE,1972-10-23,-13.00,177.10,85,-5
1972295N07178,OLGA,1972-10-27,17.40,147.70,105,3
1972307N18144,PAMELA,1972-11-07,17.50,110.90,110,3
1972307N35313,DELTA,1972-11-02,34.20,-48.60,40,-2
1972307S11184,COLLETTE,1972-11-02,-11.10,-176.20,40,-5
1972316N05185,RUBY,1972-11-16,15.30,170.60,110,3
1972319N11263,LIZA,1972-11-14,10.90,-99.50,45,0
1972320N10091,UNNAMED,1972-11-21,12.90,84.80,90,2
1972335N06142,THERESE,1972-12-07,13.40,116.00,105,3
1972335N08116,SALLY,1972-12-02,7.10,105.90,80,1
1972341S06166,DIANA,1972-12-12,-16.30,163.40,70,-5
1972347N06171,VIOLET,1972-12-13,9.10,170.30,55,0
1973010S12115,JEAN,1973-01-13,-18.90,108.30,80,-5
1973014S13195,FELICITY,1973-01-14,-14.90,-164.80,40,-5
1973019S15120,KERRY,1973-01-21,-20.40,117.40,90,0
1973027S15139,ADELINE,1973-01-28,-15.90,137.40,70,-5
1973028S16123,MAUD,1973-01-29,-17.90,120.80,45,-5
1973031S12184,ELENORE,1973-01-31,-13.40,-174.50,55,-5
1973031S19195,GLENDA,1973-01-31,-18.90,-164.90,40,-5
1973052S13151,KIRSTY,1973-02-25,-16.90,156.00,65,-5
1973058S11138,LEAH,1973-03-05,-16.80,108.30,65,-5
1973060S08161,MADGE,1973-03-12,-18.80,112.00,90,-5
1973060S11171,HENRIETTA,1973-03-01,-12.30,172.70,40,-5
1973072S12127,NELLIE,1973-03-15,-17.40,111.30,80,0
1973079S09131,BELLA,1973-03-23,-12.30,137.50,40,-5
1973085S09104,PAULA,1973-03-29,-13.30,95.10,35,-5
1973092S13168,JULIETTE,1973-04-04,-21.00,186.90,55,-5
1973116S05131,FLORES,1973-04-29,-7.50,121.40,80,-5
1973119S09087,MARCELLE,1973-05-01,-9.00,80.50,60,-5
1973153N12266,AVA,1973-06-07,12.10,-108.80,140,5
1973173N14262,BERNICE,1973-06-22,16.90,-101.30,60,0
1973177N11264,CLAUDIA,1973-06-28,14.30,-98.90,55,0
1973179N11128,WILDA,1973-07-02,22.00,117.70,60,0
1973183N26292,ALICE,1973-07-04,33.10,-65.10,80,1
1973184N11110,ANITA,1973-07-08,18.30,106.70,70,1
1973192N10129,BILLIE,1973-07-15,21.70,125.30,130,4
1973193N13111,DOT,1973-07-16,21.00,113.90,85,2
1973193N26164,CLARA,1973-07-15,36.20,170.60,55,0
1973197N20136,ELLEN,1973-07-19,25.80,138.30,105,3
1973199N11253,DOREEN,1973-07-20,14.00,-121.20,120,4
1973203N13263,EMILY,1973-07-23,16.70,-106.80,120,4
1973204N10141,FRAN,1973-07-29,19.40,123.30,40,0
1973206N13266,FLORENCE,1973-07-29,18.60,-109.80,80,1
1973212N12259,GLENDA,1973-07-31,12.80,-103.20,50,0
1973212N33286,ALFA,1973-07-31,37.50,-70.80,40,-2
1973217N19123,GEORGIA,1973-08-10,19.30,112.70,70,1
1973219N17142,IRIS,1973-08-13,23.40,132.00,85,2
1973220N23159,HOPE,1973-08-10,28.20,151.40,45,0
1973229N20134,JOAN,1973-08-19,21.40,123.50,45,0
1973230N20276,BRENDA,1973-08-21,19.00,-92.10,80,1
1973232N17124,KATE,1973-08-25,20.30,108.80,60,0
1973238N11346,CHRISTINE,1973-09-02,14.90,-55.50,60,0
1973242N12136,LOUISE,1973-09-05,19.80,114.20,75,1
1973243N14266,HEATHER,1973-08-31,14.00,-94.90,45,0
1973245N21274,DELIA,1973-09-03,25.90,-89.90,60,0
1973253N14129,MARGE,1973-09-13,18.90,112.40,80,1
1973258N11338,ELLEN,1973-09-22,42.10,-45.20,100,3
