sid,name,date,latitude,longitude,wind_speed,category
2016235N11341,GASTON,2016-08-29,30.60,-55.20,105,3
2016236N13146,UNNAMED,2016-08-23,15.70,145.10,40,0
2016237N14253,LESTER,2016-08-31,17.70,-137.00,125,4
2016240N13224,MADELINE,2016-08-30,18.90,-146.70,115,4
2016242N24279,HERMINE,2016-09-02,29.00,-84.80,70,1
2016244N21123,NAMTHEUN,2016-09-02,27.10,130.80,70,3
2016248N15255,NEWTON,2016-09-06,22.10,-109.50,80,1
2016250N25125,MALOU,2016-09-06,27.10,127.00,40,-5
2016253N13144,MERANTI,2016-09-13,20.30,123.50,168,5
2016253N26152,UNNAMED,2016-09-11,35.50,152.60,35,0
2016255N12114,RAI,2016-09-12,15.40,108.90,35,-1
2016255N12247,ORLENE,2016-09-12,17.70,-119.20,95,2
2016256N12146,MALAKAS,2016-09-18,29.00,126.60,108,3
2016256N20312,IAN,2016-09-16,46.80,-38.60,55,-4
2016257N13341,KARL,2016-09-25,35.80,-55.10,60,0
2016257N27280,JULIA,2016-09-13,29.00,-81.20,45,0
2016262N16251,PAINE,2016-09-19,22.00,-116.10,80,1
2016263N13333,LISA,2016-09-21,17.20,-31.70,45,0
2016265N10150,MEGI,2016-09-26,21.10,126.80,98,3
2016269N15165,CHABA,2016-10-02,22.30,128.70,120,4
2016270N12223,ULIKA,2016-09-28,13.60,-139.10,65,1
2016270N15240,ROSLYN,2016-09-26,16.70,-119.40,45,0
2016273N13300,MATTHEW,2016-10-01,13.40,-71.90,145,5
2016277S30044,BRANSBY,2016-10-06,-31.30,46.30,55,-5
2016278N16181,SONGDA,2016-10-11,30.80,149.90,128,4
2016278N23300,NICOLE,2016-10-13,30.60,-66.20,120,4
2016279N19130,AERE,2016-10-07,21.10,116.10,60,0
2016287N12131,SARIKA,2016-10-15,15.40,122.40,110,3
2016288N06146,HAIMA,2016-10-18,15.80,128.30,143,5
2016295N13089,KYANT,2016-10-26,16.40,89.00,40,0
2016296N11262,SEYMOUR,2016-10-26,15.90,-117.10,130,4
2016305N10147,MEARI,2016-11-06,20.00,143.10,90,2
2016313N11163,MA-ON,2016-11-09,15.60,158.50,35,0
2016318N18253,TINA,2016-11-13,17.50,-107.30,35,0
2016323N13279,OTTO,2016-11-24,11.00,-83.00,100,3
2016328N09130,TOKAGE,2016-11-27,16.10,117.80,78,1
2016335N07088,NADA,2016-11-30,9.80,83.90,40,0
2016341N08092,VARDAH,2016-12-11,13.10,84.80,70,1
2016354S15116,YVETTE,2016-12-21,-14.20,114.10,48,0
2016355N07146,NOCK-TEN,2016-12-25,13.50,125.50,140,5
2017025S16128,UNNAMED,2017-01-28,-20.40,113.90,50,0
2017033S14056,CARLOS,2017-02-09,-23.80,53.60,70,1
2017043S19040,DINEO,2017-02-15,-23.50,35.80,80,1
2017046S17137,ALFRED,2017-02-19,-15.20,137.00,50,0
2017051S18189,BART,2017-02-21,-21.60,-163.40,40,0
2017052S16178,UNNAMED,2017-02-21,-20.00,185.70,45,0
2017060S09139,BLANCHE,2017-03-06,-14.00,128.20,55,0
2017061S11063,ENAWO,2017-03-07,-14.70,51.00,130,4
2017065S14079,FERNANDO,2017-03-14,-30.30,52.10,45,-2
2017079S13122,UNNAMED,2017-03-23,-20.00,118.40,50,-5
2017081S10096,CALEB,2017-03-24,-14.60,100.60,45,0
2017082S14152,DEBBIE,2017-03-27,-19.60,149.50,115,4
2017094S10115,ERNIE,2017-04-07,-15.80,110.50,140,5
2017094S17191,UNNAMED,2017-04-11,-25.80,-168.00,40,-2
2017097S12171,COOK,2017-04-10,-21.00,165.70,88,2
2017104N08085,MAARUTHA,2017-04-15,14.70,90.70,43,0
2017106N36310,ARLENE,2017-04-16,35.80,-50.30,55,-4
2017111S09146,FRANCES,2017-04-28,-12.40,124.70,78,1
2017113N09144,MUIFA,2017-04-26,14.70,134.50,40,0
2017119S08103,GREG,2017-04-30,-10.60,101.10,45,-5
2017122S13170,DONNA,2017-05-08,-17.20,164.90,123,4
2017127S18184,ELLA,2017-05-12,-13.70,181.90,70,1
2017130N09269,ADRIAN,2017-05-10,9.70,-92.00,40,0
2017147N14087,MORA,2017-05-29,20.30,91.70,60,1
2017152N14262,BEATRIZ,2017-06-01,14.80,-97.10,40,0
2017161N13119,MERBOK,2017-06-12,22.00,114.50,55,0
2017163N14265,CALVIN,2017-06-13,15.90,-95.70,40,0
2017170N08310,BRET,2017-06-20,10.10,-61.10,45,0
2017171N24271,CINDY,2017-06-21,26.20,-90.90,50,0
2017175N13264,DORA,2017-06-26,17.60,-106.80,90,2
2017182N15132,NANMADOL,2017-07-03,28.60,125.50,65,1
2017189N11250,EUGENE,2017-07-09,16.30,-115.00,100,3
2017193N12252,FERNANDA,2017-07-15,10.70,-120.30,125,4
2017195N16114,TALAS,2017-07-16,18.10,108.40,50,0
2017198N10312,DON,2017-07-18,11.20,-53.80,45,0
2017199N14255,GREG,2017-07-21,14.20,-117.00,50,0
2017200N26162,NORU,2017-07-30,22.80,140.70,133,4
2017201N23178,KULAP,2017-07-22,30.30,171.20,50,0
2017202N08274,HILARY,2017-07-26,15.90,-109.30,95,2
2017202N16116,SONCA,2017-07-24,16.90,110.00,45,0
2017202N19124,ROKE,2017-07-22,21.20,119.10,35,0
2017203N14248,IRWIN,2017-07-25,15.80,-119.80,80,1
2017206N13129,NESAT,2017-07-29,22.90,123.00,83,2
2017209N19118,HAITANG,2017-07-30,21.70,120.30,45,0
2017212N27158,NALGAE,2017-08-05,36.90,160.70,60,-2
2017212N28275,EMILY,2017-07-31,27.50,-82.70,50,0
2017219N16279,FRANKLIN,2017-08-10,20.30,-95.50,75,1
2017223N16172,BANYAN,2017-08-12,20.80,164.20,110,3
2017224N19253,JOVA,2017-08-11,18.80,-108.00,35,0
2017224N22293,GERT,2017-08-16,38.20,-64.10,95,2
2017228N14314,HARVEY,2017-08-26,27.80,-96.80,115,4
2017230N13249,KENNETH,2017-08-21,16.90,-129.70,115,4
2017232N19130,HATO,2017-08-23,21.90,113.70,100,3
2017236N15129,PAKHAR,2017-08-26,21.20,114.20,55,0
2017239N18147,SANVU,2017-09-01,27.20,142.10,80,2
2017240N31279,UNNAMED,2017-08-29,35.40,-75.50,40,-4
2017242N16333,IRMA,2017-09-05,16.90,-59.20,155,5
2017242N17253,LIDIA,2017-08-31,22.40,-110.00,55,0
2017242N19122,MAWAR,2017-09-02,21.10,117.40,50,0
2017247N09327,JOSE,2017-09-08,16.40,-57.80,135,4
2017247N16132,GUCHOL,2017-09-05,20.20,121.10,35,-1
2017249N22263,KATIA,2017-09-08,21.10,-96.20,90,2
2017252N14147,TALIM,2017-09-14,26.80,124.40,118,4
2017253N14130,DOKSURI,2017-09-14,17.60,108.10,93,2
2017254N16251,OTIS,2017-09-18,17.60,-127.20,100,3
2017257N16251,NORMA,2017-09-16,18.90,-110.10,65,1
2017257N16258,MAX,2017-09-14,16.60,-99.20,80,1
2017258N10337,LEE,2017-09-27,30.30,-56.60,100,3
2017260N12310,MARIA,2017-09-20,17.00,-64.30,150,5
2017265N17257,PILAR,2017-09-24,20.00,-106.00,45,0
2017277N11279,NATE,2017-10-07,25.70,-87.90,80,1
2017277N14265,RAMON,2017-10-04,14.60,-95.70,40,0
2017280N32321,OPHELIA,2017-10-14,34.20,-27.70,100,3
2017284N15134,KHANUN,2017-10-15,20.30,114.10,90,2
2017288N09138,LAN,2017-10-20,21.00,130.90,130,4
2017292N13151,SAOLA,2017-10-27,24.30,128.20,60,0
2017300N10271,SELMA,2017-10-27,10.50,-89.20,35,0
2017301N18276,PHILIPPE,2017-10-28,21.30,-82.40,35,0
2017304N11127,DAMREY,2017-11-03,12.80,111.10,88,2
2017309N26308,RINA,2017-11-08,36.40,-48.70,50,0
2017312N10134,HAIKUI,2017-11-10,17.10,117.20,43,0
2017321N07124,KIROGI,2017-11-18,11.10,112.10,38,0
2017329S10110,CEMPAKA,2017-11-27,-8.60,111.30,60,-5
2017332S08098,DAHLIA,2017-12-01,-9.90,109.50,53,0
2017333N06082,OCKHI,2017-12-02,9.80,71.00,85,2
2017340N09089,UNNAMED,2017-12-08,16.50,86.50,43,0
2017347N11131,KAI-TAK,2017-12-14,11.30,127.70,50,0
2017354N08134,TEMBIN,2017-12-24,8.20,114.00,83,2
2017360S15124,HILDA,2017-12-27,-17.80,122.20,55,0
2017364N07138,BOLAVEN,2018-01-03,10.40,116.00,35,0
2017364S12065,AVA,2018-01-05,-18.00,49.70,88,2
2018004S09096,IRVING,2018-01-07,-16.20,82.00,93,2
2018007S13130,JOYCE,2018-01-11,-18.10,121.50,50,0
2018010S10069,BERGUITTA,2018-01-15,-18.00,62.80,105,3
2018025S09080,CEBILE,2018-01-28,-14.50,82.40,115,4
2018027S11156,FEHI,2018-01-31,-40.10,167.90,55,-4
2018038S15172,GITA,2018-02-12,-21.50,185.10,123,4
2018039N08151,SANBA,2018-02-11,6.90,135.20,38,0
2018044S10133,KELVIN,2018-02-18,-19.30,121.60,80,1
2018060S13057,DUMAZILE,2018-03-05,-21.60,51.40,108,3
2018064S16172,HOLA,2018-03-08,-17.30,165.50,103,3
2018070S10160,LINDA,2018-03-13,-19.80,159.30,53,0
2018073S09129,MARCUS,2018-03-21,-15.20,108.90,145,5
2018073S12057,ELIAKIM,2018-03-16,-15.80,50.80,63,0
2018079S08137,NORA,2018-03-23,-12.30,139.80,100,3
2018082N04147,JELAWAT,2018-03-30,17.20,139.40,125,4
2018082S12164,IRIS,2018-04-02,-17.00,148.90,55,0
2018089S18172,JOSIE,2018-03-31,-18.80,176.30,48,0
2018096S15172,KENI,2018-04-10,-20.20,180.20,88,2
2018111S07055,FAKIR,2018-04-24,-20.40,55.60,73,1
2018117S07098,FLAMBOYAN,2018-04-30,-15.30,84.50,68,1
2018129N15153,UNNAMED,2018-05-12,19.00,147.50,35,0
2018136N11054,MEKUNU:SAGAR,2018-05-25,16.30,54.30,95,3
2018146N19273,ALBERTO,2018-05-28,28.20,-85.80,55,0
2018148N17090,UNNAMED,2018-05-29,19.00,92.90,43,0
2018153N12113,EWINIAR,2018-06-07,21.00,111.50,40,0
2018155N10132,MALIKSI,2018-06-10,25.20,130.60,60,0
2018157N14255,ALETTA,2018-06-08,15.70,-111.00,120,4
2018161N12260,BUD,2018-06-12,17.30,-107.40,120,4
2018164N21120,UNNAMED,2018-06-14,25.30,124.50,35,-2
2018165N22117,GAEMI,2018-06-16,26.90,128.80,45,-2
2018166N15260,CARLOTTA,2018-06-17,16.40,-99.50,55,0
2018174N12244,DANIEL,2018-06-24,16.60,-116.00,40,0
2018178N12253,EMILIA,2018-06-29,16.00,-115.80,50,0
2018179N19134,PRAPIROON,2018-07-02,27.20,127.00,65,1
2018182N11256,FABIO,2018-07-03,15.50,-116.00,95,2
2018184N10147,MARIA,2018-07-08,20.80,135.90,145,5
2018186N10325,BERYL,2018-07-06,10.50,-44.60,70,1
2018186N31292,CHRIS,2018-07-11,33.90,-71.90,90,2
2018195N19138,SON-TINH,2018-07-18,18.70,107.30,48,0
2018199N18128,AMPIL,2018-07-22,31.20,122.40,55,0
2018202N18116,UNNAMED,2018-07-21,18.00,118.60,35,0
2018202N21159,WUKONG,2018-07-25,33.20,158.00,63,0
2018204N15137,JONGDARI,2018-07-26,24.40,141.70,80,1
2018208N13238,GILMA,2018-07-27,14.20,-126.30,40,0
2018211N27152,UNNAMED,2018-08-01,36.20,150.00,35,-2
2018213N12245,HECTOR,2018-08-06,15.10,217.50,135,4
2018214N19153,SHANSHAN,2018-08-07,31.60,143.50,83,2
2018215N41326,DEBBY,2018-08-09,42.40,-47.20,45,0
2018217N12266,ILEANA,2018-08-06,15.80,-101.20,55,0
2018218N14255,JOHN,2018-08-07,18.30,-110.10,95,2
2018218N18134,YAGI,2018-08-12,27.10,122.90,43,0
2018219N15237,KRISTY,2018-08-10,17.80,-129.90,60,0
2018221N17112,BEBINCA,2018-08-16,19.90,107.70,60,0
2018222N16147,LEEPI,2018-08-12,24.00,141.00,65,1
2018226N11245,LANE,2018-08-22,14.30,-153.60,140,5
2018226N23128,RUMBIA,2018-08-16,30.40,122.50,48,0
2018227N11145,SOULIK,2018-08-18,24.70,140.00,100,3
2018227N37315,ERNESTO,2018-08-16,41.50,-43.80,40,-2
2018229N11160,CIMARON,2018-08-22,24.80,139.40,113,4
2018238N13239,MIRIAM,2018-08-31,18.70,-141.20,85,2
2018239N11161,JEBI,2018-08-31,18.10,143.40,153,5
2018240N15251,NORMAN,2018-08-30,17.60,-118.40,130,4
2018242N13343,FLORENCE,2018-09-11,27.20,-66.40,130,4
2018244N14252,OLIVIA,2018-09-07,18.90,-129.20,115,4
2018246N22283,GORDON,2018-09-04,28.90,-87.20,60,0
2018250N12170,MANGKHUT,2018-09-12,14.10,134.60,155,5
2018251N13325,ISAAC,2018-09-10,14.50,-41.00,65,1
2018251N13343,HELENE,2018-09-11,15.30,-32.10,95,2
2018251N15248,PAUL,2018-09-09,18.10,-118.60,40,0
2018251N20122,BARIJAT,2018-09-11,20.70,117.70,45,0
2018255N37320,JOYCE,2018-09-12,37.00,-39.80,45,-4
2018256S07076,UNNAMED,2018-09-15,-10.50,70.60,43,0
2018263N12146,TRAMI,2018-09-24,19.50,129.40,138,5
2018263N17089,DAYE,2018-09-20,18.60,85.80,35,0
2018265N08338,KIRK,2018-09-26,12.10,-53.60,55,0
2018265N35315,LESLIE,2018-10-12,30.40,-35.20,80,1
2018268N14253,ROSA,2018-09-28,16.90,-117.10,130,4
2018269N11220,WALAKA,2018-10-02,12.90,-169.60,140,5
2018269S09157,LIUA,2018-09-27,-11.20,162.60,45,0
2018271N06154,KONG-REY,2018-10-01,17.40,133.20,148,5
2018273N12259,SERGIO,2018-10-04,14.10,-118.50,120,4
2018279N11069,LUBAN,2018-10-10,14.20,59.00,75,1
2018280N18273,MICHAEL,2018-10-10,30.00,-85.50,140,5
2018281N14088,TITLI,2018-10-10,17.60,85.30,80,2
2018282N09333,NADINE,2018-10-10,11.80,-30.90,55,0
2018288N17257,TARA,2018-10-16,18.40,-104.30,55,0
2018292N13269,VICENTE,2018-10-20,14.50,-94.00,45,0
2018292N14261,WILLA,2018-10-22,17.90,-107.10,140,5
2018294N08161,YUTU,2018-10-24,15.00,145.80,150,5
2018300N25315,OSCAR,2018-10-30,27.00,-58.50,95,2
2018306N14249,XAVIER,2018-11-04,17.40,-105.30,55,0
2018309S06068,ALCIDE,2018-11-08,-11.40,54.20,115,4
2018311N07179,USAGI,2018-11-24,9.70,109.00,88,2
2018313S05090,BOUCHRA,2018-11-19,-14.30,81.30,58,0
2018314N12093,GAJA,2018-11-15,10.60,80.30,70,1
2018321N10113,TORAJI,2018-11-17,10.50,111.60,35,-1
2018324N04156,MAN-YI,2018-11-22,13.00,137.60,93,2
2018334S09156,OWEN,2018-12-12,-15.30,136.00,85,2
2018347N07089,PHETHAI,2018-12-16,13.40,83.10,55,0
2018348S08093,KENANGA,2018-12-19,-15.80,82.80,115,4
2018351S09059,CILIDA,2018-12-21,-15.30,57.60,135,4
2018363S12145,PENNY,2019-01-03,-14.90,153.70,55,0
2018365N08115,PABUK,2019-01-04,8.10,101.10,50,0
2019001S10162,MONA,2019-01-04,-14.80,177.30,50,0
2019018S24033,DESMOND,2019-01-20,-22.70,38.90,45,0
2019019S13106,UNNAMED,2019-01-28,-11.00,96.10,40,-5
2019021S09128,RILEY,2019-01-27,-17.80,113.30,73,1
2019023S21041,EKETSANG,2019-01-24,-25.60,42.60,40,-5
2019035S11058,GELENA,2019-02-09,-18.30,59.50,118,4
2019035S13070,FUNANI,2019-02-07,-19.50,66.40,118,4
2019040S17183,NEIL,2019-02-09,-20.00,-175.40,38,0
2019042S17162,OMA,2019-02-19,-19.80,162.40,75,1
2019050N05163,WUTIP,2019-02-23,11.80,142.90,145,5
2019057S13184,POLA,2019-02-28,-22.80,-178.00,98,3
2019060S10078,HALEH,2019-03-04,-19.40,72.50,115,4
2019063S18038,IDAI,2019-03-11,-17.30,43.00,115,4
2019067S11115,SAVANNAH,2019-03-17,-16.20,90.80,103,3
2019071N04161,UNNAMED,2019-03-17,7.40,133.80,35,0
2019074S08151,TREVOR,2019-03-22,-15.70,137.90,108,3
2019077S13123,VERONICA,2019-03-21,-16.60,117.60,128,4
2019078S13066,JOANINHA,2019-03-26,-19.30,64.60,118,4
2019093S07133,WALLACE,2019-04-08,-16.20,115.50,58,0
2019112S04079,LORNA,2019-04-28,-17.40,89.80,88,2
2019112S10053,KENNETH,2019-04-25,-11.50,42.20,123,4
2019116N02090,FANI,2019-05-02,17.20,84.80,115,4
2019126S05129,LILI,2019-05-09,-9.10,128.80,55,0
2019129S10160,ANN,2019-05-12,-16.00,156.40,58,0
2019141N28291,ANDREA,2019-05-20,28.10,-68.60,35,-2
2019160N11073,VAYU,2019-06-12,18.80,69.90,80,2
2019176N18128,SEPAT,2019-06-27,34.10,137.90,40,-5
2019177N15256,ALVIN,2019-06-28,17.00,-114.80,65,1
2019178N10137,UNNAMED,2019-06-29,14.80,131.20,35,0
2019181N10252,BARBARA,2019-07-03,13.00,-124.00,135,4
2019182N18114,MUN,2019-07-02,18.70,112.40,35,-3
2019188N16245,COSME,2019-07-06,15.50,-114.90,45,0
2019192N29274,BARRY,2019-07-13,29.30,-91.90,65,1
2019195N13136,DANAS,2019-07-18,27.20,123.80,45,0
2019203N15244,DALILA,2019-07-23,18.30,-117.40,40,0
2019205N23137,NARI,2019-07-25,27.50,137.30,35,0
2019209N11237,ERICK,2019-07-30,13.40,216.40,115,4
2019210N11253,FLOSSIE,2019-07-31,13.00,-122.40,70,1
2019210N16117,WIPHA,2019-08-02,21.50,107.90,55,0
2019213N17155,FRANCISCO,2019-08-05,31.20,133.00,70,1
2019214N15134,LEKIMA,2019-08-07,21.90,126.70,118,4
2019215N13242,GIL,2019-08-03,14.70,-121.90,35,0
2019216N16147,KROSA,2019-08-08,22.10,140.60,100,3
2019224N18252,HENRIETTE,2019-08-12,19.70,-111.50,40,0
2019231N13135,BAILU,2019-08-24,21.90,121.20,58,0
2019233N15255,IVO,2019-08-22,15.50,-113.10,60,0
2019233N40300,CHANTAL,2019-08-21,40.30,-57.10,35,0
2019236N08143,PODUL,2019-08-28,16.90,116.10,40,0
2019236N10314,DORIAN,2019-09-01,26.50,-77.00,160,5
2019239N32287,ERIN,2019-08-27,31.30,-71.60,35,0
2019242N14180,FAXAI,2019-09-07,30.10,140.50,85,4
2019242N18126,KAJIKI,2019-09-02,17.40,108.40,35,0
2019243N06136,LINGLING,2019-09-06,28.80,125.10,113,4
2019244N13253,JULIETTE,2019-09-03,18.20,-114.70,110,3
2019246N15225,AKONI,2019-09-05,12.10,-144.60,35,0
2019246N16330,GABRIELLE,2019-09-08,34.50,-49.30,55,0
2019246N24266,FERNAND,2019-09-04,23.10,-96.10,45,0
2019255N09162,PEIPAH,2019-09-15,15.40,149.70,35,-1
2019255N15251,KIKO,2019-09-15,17.00,-120.90,115,4
2019256N23286,HUMBERTO,2019-09-18,32.50,-67.20,110,3
2019260N10253,MARIO,2019-09-18,14.40,-111.40,60,0
2019260N12262,LORENA,2019-09-20,23.00,-109.20,75,1
2019260N13317,JERRY,2019-09-20,17.70,-56.60,90,2
2019260N20129,TAPAH,2019-09-20,25.00,126.30,65,0
2019261N28264,IMELDA,2019-09-17,28.90,-95.40,40,0
2019264N19071,HIKAA:HIKKA,2019-09-24,20.10,60.30,75,2
2019265N12301,KAREN,2019-09-24,17.70,-65.60,40,0
2019266N11341,LORENZO,2019-09-29,24.30,-45.00,140,5
2019268N10155,MITAG,2019-09-30,26.80,122.30,78,1
2019272N14261,NARDA,2019-09-30,23.60,-107.30,45,0
2019278N16165,HAGIBIS,2019-10-07,15.90,147.10,160,5
2019282N35286,MELISSA,2019-10-10,38.90,-68.20,55,-4
2019285N15198,EMA,2019-10-12,20.50,-163.70,45,0
2019288N16136,NEOGURI,2019-10-19,23.00,127.60,93,2
2019290N08169,BUALOI,2019-10-22,18.70,144.00,140,5
2019290N11234,OCTAVE,2019-10-18,10.00,-126.80,40,0
2019291N22264,NESTOR,2019-10-18,25.20,-91.20,50,-3
2019293N17257,PRISCILLA,2019-10-20,17.90,-104.00,40,0
2019296N15066,KYAAR:KYARR,2019-10-27,17.40,67.10,130,4
2019297N40322,PABLO,2019-10-27,44.10,-17.30,70,1
2019299N25265,OLGA,2019-10-26,27.00,-92.50,45,-4
2019300N41309,REBEKAH,2019-10-28,40.50,-41.10,70,-4
2019301N05081,MAHA,2019-11-04,18.90,64.10,100,3
2019302N11118,BULBUL:MATMO,2019-11-08,18.60,87.80,75,1
2019306N10162,HALONG,2019-11-05,20.10,150.70,165,5
2019308N13114,NAKRI,2019-11-08,12.60,116.50,65,1
2019314N12172,FENGSHEN,2019-11-15,21.70,142.20,115,4
2019314N14136,KALMAEGI,2019-11-18,19.20,122.50,88,2
2019317N11248,RAYMOND,2019-11-15,14.40,-109.10,45,0
2019322N11144,FUNG-WONG,2019-11-21,20.30,124.50,65,1
2019323N19302,SEBASTIEN,2019-11-23,26.70,-52.60,60,0
2019326S08163,RITA,2019-11-25,-11.80,169.80,70,1
2019329N09160,KAMMURI,2019-12-02,12.90,125.20,118,4
2019335N05058,PAWAN,2019-12-04,8.10,56.90,40,0
2019336S06055,BELNA,2019-12-07,-10.60,47.20,103,3
2019337N11072,UNNAMED,2019-12-03,13.80,70.00,55,0
2019337S04065,AMBALI,2019-12-05,-10.20,62.30,135,4
2019352S14070,CALVINIA,2019-12-31,-23.20,58.90,75,1
2019354N05151,PHANFONE,2019-12-25,12.00,121.80,105,3
2019359S08175,SARAI,2019-12-28,-20.00,178.30,75,1
2020005S08133,CLAUDIA,2020-01-13,-17.40,113.10,83,2
2020005S13121,BLAKE,2020-01-06,-16.50,122.20,53,0
2020015S12170,TINO,2020-01-18,-19.60,184.50,85,2
2020019S11063,UNNAMED,2020-01-22,-21.50,70.50,45,0
2020022S17043,DIANE,2020-01-25,-22.30,65.40,55,0
2020023S19056,ESAMI,2020-01-25,-23.70,71.60,45,0
2020024S14190,UNNAMED,2020-01-25,-20.60,-167.80,35,0
2020034S13063,FRANCISCO,2020-02-05,-17.10,68.90,45,0
2020034S17129,DAMIEN,2020-02-08,-20.00,116.50,85,2
2020037S13163,UESI,2020-02-11,-22.10,162.70,78,1
2020045S15075,GABEKILE,2020-02-16,-18.40,74.60,90,2
2020051S13186,VICKY,2020-02-21,-15.50,-170.20,43,0
2020052S11181,WASI,2020-02-22,-13.80,-172.90,60,0
2020052S13140,ESTHER,2020-02-24,-16.70,138.00,48,0
2020053S12119,FERDINAND,2020-02-25,-15.80,116.30,100,3
2020069S11113,UNNAMED,2020-03-12,-20.90,114.90,45,0
2020072S14054,HEROLD,2020-03-17,-18.50,59.40,100,3
2020073S14149,GRETEL,2020-03-15,-22.40,164.40,63,0
2020092S09155,HAROLD,2020-04-06,-15.90,168.30,143,5
2020092S12069,IRONDRO,2020-04-04,-22.00,78.80,105,3
2020104S12091,JERUTO,2020-04-14,-15.00,85.80,40,0
2020129N07134,VONGFONG,2020-05-13,12.10,126.60,98,3
2020136N10088,AMPHAN,2020-05-18,14.90,86.60,130,5
2020138N28281,ARTHUR,2020-05-19,37.00,-69.50,55,-4
2020139S04095,MANGGA,2020-05-21,-8.00,92.50,40,0
2020148N32281,BERTHA,2020-05-27,32.60,-79.50,45,0
2020152N12269,AMANDA,2020-05-31,13.30,-90.40,35,0
2020153N13072,NISARGA,2020-06-03,18.10,72.90,60,2
2020154N19269,CRISTOBAL,2020-06-03,18.90,-92.30,50,0
2020160N10133,NURI,2020-06-13,18.60,115.90,40,-1
2020174N39293,DOLLY,2020-06-23,39.40,-62.70,40,0
2020176N10228,BORIS,2020-06-25,11.00,-136.80,35,0
2020186N30289,EDOUARD,2020-07-06,39.90,-51.70,40,0
2020188N28271,FAY,2020-07-10,37.70,-74.70,50,0
2020189N10261,CRISTINA,2020-07-10,19.40,-114.80,60,0
2020202N15234,UNNAMED,2020-07-20,18.30,-129.70,35,0
2020202N15241,DOUGLAS,2020-07-24,14.60,-138.00,115,4
2020203N09323,GONZALO,2020-07-23,9.70,-46.60,55,0
2020205N26272,HANNA,2020-07-25,26.90,-96.80,80,1
2020211N13306,ISAIAS,2020-08-04,32.80,-79.10,80,1
2020211N14124,SINLAKU,2020-08-02,19.50,106.20,45,0
2020213N15131,HAGUPIT,2020-08-03,27.20,121.40,75,1
2020220N14128,JANGMI,2020-08-09,27.50,126.20,45,0
2020221N13262,ELIDA,2020-08-11,21.10,-113.50,90,2
2020222N15117,MEKKHALA,2020-08-10,23.50,118.00,70,1
2020222N26149,UNNAMED,2020-08-09,26.10,147.80,45,0
2020224N11326,JOSEPHINE,2020-08-13,13.40,-48.60,40,0
2020228N37286,KYLE,2020-08-15,38.40,-69.10,45,0
2020229N18123,HIGOS,2020-08-18,21.50,114.00,59,0
2020229N18242,FAUSTO,2020-08-16,20.40,-119.30,35,0
2020230N11264,GENEVIEVE,2020-08-18,17.70,-107.60,115,4
2020233N14313,LAURA,2020-08-27,28.50,-93.00,130,4
2020234N14280,MARCO,2020-08-23,24.30,-87.20,65,1
2020234N19123,BAVI,2020-08-25,31.80,124.60,100,3
2020238N16252,HERNAN,2020-08-27,18.40,-105.80,40,0
2020239N13134,MAYSAK,2020-09-01,26.90,126.00,95,4
2020239N15243,ISELLE,2020-08-28,17.70,-115.60,50,0
2020244N25146,HAISHEN,2020-09-04,22.40,133.90,135,4
2020244N30279,OMAR,2020-09-01,34.60,-73.70,35,0
2020245N16285,NANA,2020-09-03,16.90,-87.50,65,1
2020249N14265,JULIO,2020-09-06,16.80,-103.90,40,0
2020251N15342,RENE,2020-09-10,18.40,-35.30,40,0
2020251N17319,PAULETTE,2020-09-14,33.90,-64.40,90,2
2020256N11329,TEDDY,2020-09-18,20.40,-54.40,120,4
2020256N25281,SALLY,2020-09-16,29.90,-87.90,95,2
2020257N16248,KARINA,2020-09-15,18.70,-119.30,50,0
2020258N11127,NOUL,2020-09-17,16.20,109.40,48,0
2020258N18332,VICKY,2020-09-14,19.00,-29.10,45,0
2020259N47338,ALPHA,2020-09-15,47.00,-22.40,60,-4
2020261N10335,WILFRED,2020-09-17,10.80,-28.10,35,0
2020261N21265,BETA,2020-09-20,27.50,-93.60,55,0
2020263N21136,DOLPHIN,2020-09-22,28.10,135.60,60,0
2020265N16252,LOWELL,2020-09-23,19.60,-119.30,45,0
2020270N17159,KUJIRA,2020-09-29,35.70,155.70,65,1
2020272N12257,MARIE,2020-10-02,15.90,-122.60,120,4
2020276N17277,GAMMA,2020-10-03,20.20,-87.40,65,1
2020277N21141,CHAN-HOM,2020-10-07,26.10,134.20,70,1
2020279N11256,NORBERT,2020-10-06,13.90,-106.40,50,0
2020279N16284,DELTA,2020-10-06,18.50,-83.30,120,4
2020281N14126,LINFA,2020-10-11,14.80,109.50,45,0
2020285N17120,NANGKA,2020-10-13,18.80,110.90,48,0
2020291N06141,SAUDEL,2020-10-22,17.70,115.50,73,1
2020291N32305,EPSILON,2020-10-21,29.30,-59.60,100,3
2020296N09137,MOLAVE,2020-10-27,13.40,113.90,103,3
2020299N11144,GONI,2020-10-31,13.90,125.80,168,5
2020299N18277,ZETA,2020-10-28,29.20,-90.60,100,3
2020303N05149,ATSANI,2020-11-04,20.20,128.70,50,0
2020306N15288,ETA,2020-11-03,14.30,-82.50,130,4
2020309N14245,ODALYS,2020-11-05,17.70,-121.20,45,0
2020312N10131,ETAU,2020-11-09,12.70,112.10,45,0
2020313N08135,VAMCO,2020-11-13,15.50,112.90,113,4
2020314N28313,THETA,2020-11-10,28.90,-38.00,60,-2
2020317S04092,ALICIA,2020-11-16,-15.60,72.60,75,1
